snapshot,q2qNo,q2qv1,q2qv2,q2qv3
2023-01-01 00:00:00,6675.62,7657.34,7768.55,10680.18
2023-01-01 01:00:00,6635.54,7529.63,7675.26,10551.93
2023-01-01 02:00:00,6641.89,7504.68,7671.06,10546.16
2023-01-01 03:00:00,6449.65,7460.65,7633.64,10494.72
2023-01-01 04:00:00,6393.22,7427.02,7592.82,10438.59
2023-01-01 05:00:00,7012.78,7883.76,8057.25,11077.1
2023-01-01 06:00:00,8093.02,8687.09,8822.51,12129.17
2023-01-01 07:00:00,9422.29,9697.85,9692.94,13325.84
2023-01-01 08:00:00,10579.63,10410.7,10246.08,14086.3
2023-01-01 09:00:00,11093.21,10937.31,10495.95,14429.82
2023-01-01 10:00:00,9366.8,9418.18,9547.86,13126.39
2023-01-01 11:00:00,7974.17,8412.32,8551.93,11757.18
2023-01-01 12:00:00,8014.63,8570.49,8725.55,11995.87
2023-01-01 13:00:00,7815.24,8692.78,8889.97,12221.91
2023-01-01 14:00:00,7493.99,8458.5,8637.54,11874.87
2023-01-01 15:00:00,8145.02,8772.17,8882.92,12212.23
2023-01-01 16:00:00,8895.09,9283.67,9450.95,12993.14
2023-01-01 17:00:00,9627.4,9912.24,10084.4,13864.01
2023-01-01 18:00:00,10046.55,10135.0,10315.42,14181.61
2023-01-01 19:00:00,10355.25,10344.3,10561.92,14520.5
2023-01-01 20:00:00,10258.34,10449.42,10671.66,14671.37
2023-01-01 21:00:00,10118.62,10399.97,10645.63,14635.59
2023-01-01 22:00:00,7253.84,8438.6,8634.02,11870.04
2023-01-01 23:00:00,7842.98,8903.81,9130.16,12552.12
2023-01-02 00:00:00,7812.51,8876.03,9097.47,12507.19
2023-01-02 01:00:00,7088.17,8286.21,8489.77,11671.72
2023-01-02 02:00:00,5862.43,7365.71,7532.79,10356.07
2023-01-02 03:00:00,4711.55,6540.01,6672.0,9172.66
2023-01-02 04:00:00,3938.8,5920.92,6034.12,8295.69
2023-01-02 05:00:00,3133.16,5134.97,5230.24,7190.52
2023-01-02 06:00:00,2426.05,4286.76,4364.53,6000.34
2023-01-02 07:00:00,1754.12,3359.73,3421.7,4704.15
2023-01-02 08:00:00,1246.58,2430.19,2475.53,3403.36
2023-01-02 09:00:00,822.44,1536.7,1567.44,2154.91
2023-01-02 10:00:00,563.31,1003.36,1023.48,1407.08
2023-01-02 11:00:00,422.87,731.21,746.0,1025.6
2023-01-02 12:00:00,366.63,671.87,684.22,940.67
2023-01-02 13:00:00,305.78,604.52,616.64,847.76
2023-01-02 14:00:00,292.88,604.17,614.87,845.32
2023-01-02 15:00:00,306.46,691.78,704.94,969.16
2023-01-02 16:00:00,367.2,886.03,902.55,1240.83
2023-01-02 17:00:00,562.79,1340.8,1367.15,1879.56
2023-01-02 18:00:00,696.43,1562.42,1591.63,2188.17
2023-01-02 19:00:00,758.3,1583.64,1614.05,2219.0
2023-01-02 20:00:00,771.06,1513.91,1542.06,2120.03
2023-01-02 21:00:00,800.91,1521.74,1547.85,2127.99
2023-01-02 22:00:00,1028.39,1748.67,1785.58,2454.81
2023-01-02 23:00:00,1048.08,1741.67,1776.44,2442.25
2023-01-03 00:00:00,1078.16,1769.37,1807.91,2485.51
2023-01-03 01:00:00,1217.73,1929.89,1966.22,2703.16
2023-01-03 02:00:00,1377.02,2104.37,2147.84,2952.85
2023-01-03 03:00:00,1402.68,2136.04,2179.55,2996.44
2023-01-03 04:00:00,1445.28,2140.86,2184.75,3003.59
2023-01-03 05:00:00,1545.02,2219.83,2268.06,3118.13
2023-01-03 06:00:00,1620.02,2403.25,2454.64,3374.64
2023-01-03 07:00:00,1653.71,2446.06,2500.76,3438.05
