snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2023-01-01 00:00:00,7014.02,7857.21,8176.25,10825.49
2023-01-01 01:00:00,7084.71,7848.39,8176.38,10825.66
2023-01-01 02:00:00,7030.15,7712.75,8021.55,10620.66
2023-01-01 03:00:00,6649.13,7481.98,7799.98,10327.3
2023-01-01 04:00:00,6462.05,7276.58,7579.66,10035.59
2023-01-01 05:00:00,7036.89,7742.86,8025.57,10625.98
2023-01-01 06:00:00,8062.6,8539.44,8796.59,11646.83
2023-01-01 07:00:00,9277.12,9546.88,9657.83,12787.11
2023-01-01 08:00:00,10324.61,10270.08,10250.09,13571.29
2023-01-01 09:00:00,11037.41,10921.13,10659.97,14113.96
2023-01-01 10:00:00,9815.0,9558.46,9769.04,12934.36
2023-01-01 11:00:00,8239.19,8371.66,8681.09,11493.89
2023-01-01 12:00:00,8118.85,8421.69,8682.27,11495.46
2023-01-01 13:00:00,7778.3,8445.86,8778.73,11623.18
2023-01-01 14:00:00,7536.69,8196.07,8530.57,11294.61
2023-01-01 15:00:00,8533.11,8741.43,8982.81,11893.38
2023-01-01 16:00:00,9222.91,9213.78,9581.06,12685.48
2023-01-01 17:00:00,9772.15,9819.63,10198.07,13502.41
2023-01-01 18:00:00,9964.76,9948.98,10403.87,13774.89
2023-01-01 19:00:00,10136.54,10159.98,10601.36,14036.37
2023-01-01 20:00:00,9985.86,10241.57,10676.22,14135.48
2023-01-01 21:00:00,9881.08,10246.72,10688.24,14151.39
2023-01-01 22:00:00,6313.6,7848.63,8156.51,10799.34
2023-01-01 23:00:00,7380.92,8733.27,9070.17,12009.05
2023-01-02 00:00:00,7649.74,8909.81,9262.39,12263.55
2023-01-02 01:00:00,7044.32,8419.61,8758.01,11595.75
2023-01-02 02:00:00,5911.17,7547.87,7851.22,10395.14
2023-01-02 03:00:00,4769.36,6751.02,6968.65,9226.6
2023-01-02 04:00:00,3926.97,6021.96,6211.71,8224.4
2023-01-02 05:00:00,3000.93,5089.44,5212.93,6902.01
2023-01-02 06:00:00,2219.56,4135.45,4241.23,5615.45
