snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2020-01-01 00:00:00,191.92,848.04,900.14,1108.12
2020-01-01 01:00:00,190.99,847.04,898.7,1106.35
2020-01-01 02:00:00,204.73,886.89,938.72,1155.62
2020-01-01 03:00:00,204.77,884.5,936.94,1153.42
2020-01-01 04:00:00,179.56,828.44,882.39,1086.26
2020-01-01 05:00:00,170.21,814.53,866.4,1066.58
2020-01-01 06:00:00,145.44,776.61,829.02,1020.57
2020-01-01 07:00:00,111.1,714.49,763.91,940.41
2020-01-01 08:00:00,82.4,664.3,714.97,880.16
2020-01-01 09:00:00,59.72,619.43,663.17,816.4
2020-01-01 10:00:00,1.78,466.45,510.87,628.91
2020-01-01 11:00:00,0.0,461.67,506.06,622.98
2020-01-01 12:00:00,0.0,461.67,506.06,622.98
2020-01-01 13:00:00,0.0,461.67,506.06,622.98
2020-01-01 14:00:00,0.0,461.67,506.06,622.98
2020-01-01 15:00:00,0.0,461.67,506.06,622.98
2020-01-01 16:00:00,0.0,461.67,506.06,622.98
2020-01-01 17:00:00,0.0,461.67,506.06,622.98
2020-01-01 18:00:00,0.0,461.67,506.06,622.98
2020-01-01 19:00:00,0.0,461.67,506.06,622.98
2020-01-01 20:00:00,0.0,461.67,506.06,622.98
2020-01-01 21:00:00,0.0,461.67,506.06,622.98
2020-01-01 22:00:00,97.73,696.78,748.84,921.87
2020-01-01 23:00:00,149.57,793.57,843.8,1038.77
2020-01-02 00:00:00,234.5,926.27,982.09,1209.0
2020-01-02 01:00:00,344.64,1087.74,1144.9,1409.43
2020-01-02 02:00:00,487.32,1254.75,1321.15,1626.41
2020-01-02 03:00:00,611.53,1406.17,1472.1,1812.24
2020-01-02 04:00:00,704.89,1506.01,1585.66,1952.03
2020-01-02 05:00:00,803.5,1610.77,1682.96,2071.82
2020-01-02 06:00:00,1056.7,2049.64,2143.81,2639.14
2020-01-02 07:00:00,1220.59,2247.0,2341.98,2883.1
2020-01-02 08:00:00,1330.9,2390.06,2474.79,3046.6
2020-01-02 09:00:00,1483.55,2556.61,2659.88,3274.45
2020-01-02 10:00:00,1282.32,2318.46,2413.72,2971.41
2020-01-02 11:00:00,1384.78,2345.48,2440.72,3004.65
2020-01-02 12:00:00,1503.65,2404.03,2514.82,3095.87
2020-01-02 13:00:00,1770.4,2562.35,2678.71,3297.63
2020-01-02 14:00:00,2095.3,2776.12,2910.53,3583.01
2020-01-02 15:00:00,1993.0,2770.8,2890.89,3558.83
2020-01-02 16:00:00,2190.15,2924.22,3077.41,3788.45
2020-01-02 17:00:00,2205.05,2995.38,3135.57,3860.05
2020-01-02 18:00:00,2253.88,3054.98,3198.09,3937.02
2020-01-02 19:00:00,2273.89,3074.32,3221.08,3965.31
2020-01-02 20:00:00,2353.62,3163.68,3337.59,4108.74
2020-01-02 21:00:00,2384.08,3293.08,3438.7,4233.22
2020-01-02 22:00:00,2394.55,3412.76,3550.97,4371.43
2020-01-02 23:00:00,2396.98,3435.62,3581.99,4409.61
2020-01-03 00:00:00,2411.91,3415.56,3548.33,4368.18
2020-01-03 01:00:00,2424.35,3463.91,3597.89,4429.19
2020-01-03 02:00:00,2301.74,3322.94,3458.48,4257.57
2020-01-03 03:00:00,2222.86,3316.6,3459.37,4258.66
2020-01-03 04:00:00,1951.43,3135.97,3268.91,4024.2
2020-01-03 05:00:00,1708.44,3087.23,3191.5,3928.9
2020-01-03 06:00:00,1393.04,2893.63,3002.58,3696.33
2020-01-03 07:00:00,1163.61,2692.71,2780.69,3423.17
2020-01-03 08:00:00,928.65,2372.97,2459.89,3028.26
2020-01-03 09:00:00,602.39,1755.17,1830.73,2253.72
2020-01-03 10:00:00,346.66,1303.39,1365.32,1680.78
2020-01-03 11:00:00,106.53,738.06,785.68,967.21
2020-01-03 12:00:00,127.94,767.43,820.54,1010.12
2020-01-03 13:00:00,287.54,1126.5,1180.77,1453.59
2020-01-03 14:00:00,393.14,1307.84,1366.48,1682.21
2020-01-03 15:00:00,540.58,1574.68,1639.13,2017.86
2020-01-03 16:00:00,853.54,2085.87,2159.16,2658.04
2020-01-03 17:00:00,1194.26,2542.65,2638.74,3248.42
2020-01-03 18:00:00,1568.74,3093.23,3205.76,3946.46
2020-01-03 19:00:00,1684.72,3140.35,3254.19,4006.07
2020-01-03 20:00:00,1797.97,3327.99,3459.33,4258.61
2020-01-03 21:00:00,1895.07,3493.86,3624.0,4461.33
2020-01-03 22:00:00,1933.29,3703.84,3840.92,4728.37
2020-01-03 23:00:00,2040.81,3887.87,4040.61,4974.21
2020-01-04 00:00:00,1967.32,3832.84,3967.55,4884.26
2020-01-04 01:00:00,1937.53,3776.97,3906.04,4808.54
2020-01-04 02:00:00,1973.46,3796.26,3920.36,4826.16
2020-01-04 03:00:00,2016.78,3843.71,3982.77,4903.0
2020-01-04 04:00:00,2043.53,3877.71,4018.13,4946.52
2020-01-04 05:00:00,1932.39,3737.03,3862.71,4755.2
2020-01-04 06:00:00,1924.61,3719.22,3854.32,4744.87
2020-01-04 07:00:00,2088.99,3999.35,4126.01,5079.34
2020-01-04 08:00:00,2244.85,4233.56,4391.05,5405.61
2020-01-04 09:00:00,2067.75,4068.4,4194.16,5163.23
2020-01-04 10:00:00,1906.63,3811.33,3955.12,4868.96
2020-01-04 11:00:00,2148.32,4167.27,4303.56,5297.91
2020-01-04 12:00:00,2281.33,4422.09,4565.97,5620.95
2020-01-04 13:00:00,2146.41,4261.49,4386.22,5399.67
2020-01-04 14:00:00,1929.72,3928.22,4061.66,5000.12
2020-01-04 15:00:00,1865.51,3800.53,3930.21,4838.29
2020-01-04 16:00:00,1902.91,3818.67,3951.43,4864.42
2020-01-04 17:00:00,2107.57,4073.67,4209.08,5181.6
2020-01-04 18:00:00,2347.7,4407.91,4549.64,5600.84
2020-01-04 19:00:00,2442.53,4580.78,4722.34,5813.44
2020-01-04 20:00:00,2478.51,4656.43,4800.3,5909.43
2020-01-04 21:00:00,2377.98,4521.37,4660.63,5737.48
2020-01-04 22:00:00,2252.46,4418.94,4545.35,5595.57
2020-01-04 23:00:00,1955.14,4016.77,4144.7,5102.34
2020-01-05 00:00:00,1728.21,3688.94,3793.49,4669.98
2020-01-05 01:00:00,1582.76,3473.02,3598.65,4430.12
2020-01-05 02:00:00,1424.49,3246.21,3351.13,4125.41
2020-01-05 03:00:00,1420.76,3201.66,3301.2,4063.95
2020-01-05 04:00:00,1412.37,3161.32,3276.5,4033.54
2020-01-05 05:00:00,1415.65,3146.71,3254.16,4006.04
2020-01-05 06:00:00,1252.31,2850.8,2950.66,3632.41
2020-01-05 07:00:00,1165.69,2726.04,2806.94,3455.48
2020-01-05 08:00:00,1089.61,2582.47,2671.73,3289.04
2020-01-05 09:00:00,920.1,2337.74,2428.34,2989.41
2020-01-05 10:00:00,575.73,1748.02,1823.03,2244.25
2020-01-05 11:00:00,344.87,1234.53,1295.53,1594.86
2020-01-05 12:00:00,323.92,1191.16,1251.96,1541.23
2020-01-05 13:00:00,280.41,1087.45,1145.66,1410.37
2020-01-05 14:00:00,223.19,943.72,998.19,1228.82
2020-01-05 15:00:00,218.4,944.55,995.63,1225.67
2020-01-05 16:00:00,203.14,929.87,982.73,1209.79
2020-01-05 17:00:00,217.23,955.29,1011.78,1245.55
2020-01-05 18:00:00,215.42,951.94,1008.03,1240.94
2020-01-05 19:00:00,186.74,895.53,944.79,1163.09
2020-01-05 20:00:00,140.85,787.33,839.36,1033.29
2020-01-05 21:00:00,127.17,762.85,816.04,1004.59
2020-01-05 22:00:00,100.17,717.34,766.86,944.04
2020-01-05 23:00:00,92.97,699.31,747.8,920.59
2020-01-06 00:00:00,142.26,816.15,867.95,1068.49
2020-01-06 01:00:00,239.59,1052.42,1105.98,1361.52
2020-01-06 02:00:00,428.38,1496.26,1554.0,1913.06
2020-01-06 03:00:00,503.78,1628.1,1693.16,2084.37
2020-01-06 04:00:00,550.75,1709.63,1772.87,2182.5
2020-01-06 05:00:00,589.61,1760.34,1831.62,2254.82
2020-01-06 06:00:00,630.63,1782.3,1855.58,2284.32
2020-01-06 07:00:00,678.41,1820.4,1906.52,2347.02
2020-01-06 08:00:00,661.59,1802.72,1879.9,2314.25
2020-01-06 09:00:00,623.36,1657.94,1742.06,2144.56
2020-01-06 10:00:00,467.65,1338.12,1396.77,1719.5
2020-01-06 11:00:00,449.8,1296.82,1358.68,1672.61
2020-01-06 12:00:00,434.87,1211.97,1283.97,1580.63
2020-01-06 13:00:00,513.71,1294.22,1359.2,1673.24
2020-01-06 14:00:00,616.95,1480.23,1545.84,1903.01
2020-01-06 15:00:00,427.4,1254.48,1309.09,1611.55
2020-01-06 16:00:00,259.55,960.21,1015.27,1249.85
2020-01-06 17:00:00,254.43,956.21,1010.81,1244.37
2020-01-06 18:00:00,399.94,1256.33,1316.0,1620.06
2020-01-06 19:00:00,549.4,1595.21,1658.52,2041.73
2020-01-06 20:00:00,628.06,1728.81,1800.91,2217.02
2020-01-06 21:00:00,740.12,1971.41,2043.62,2515.8
2020-01-06 22:00:00,721.45,1947.91,2021.37,2488.42
2020-01-06 23:00:00,785.63,2056.94,2126.77,2618.16
2020-01-07 00:00:00,746.68,1997.03,2070.38,2548.75
2020-01-07 01:00:00,666.97,1869.27,1935.74,2383.0
2020-01-07 02:00:00,666.23,1944.82,2019.99,2486.72
2020-01-07 03:00:00,588.7,1807.17,1880.32,2314.77
2020-01-07 04:00:00,522.26,1609.55,1676.39,2063.72
2020-01-07 05:00:00,605.92,1746.07,1814.61,2233.89
2020-01-07 06:00:00,636.91,1789.06,1855.06,2283.68
2020-01-07 07:00:00,651.97,1796.05,1867.69,2299.22
2020-01-07 08:00:00,649.21,1780.36,1850.97,2278.64
2020-01-07 09:00:00,607.19,1707.21,1777.53,2188.24
2020-01-07 10:00:00,305.92,1195.91,1253.59,1543.24
2020-01-07 11:00:00,187.48,907.31,954.88,1175.5
2020-01-07 12:00:00,224.57,993.59,1044.12,1285.36
2020-01-07 13:00:00,331.11,1234.76,1285.54,1582.57
2020-01-07 14:00:00,370.59,1308.35,1371.51,1688.4
2020-01-07 15:00:00,394.46,1334.95,1393.88,1715.94
2020-01-07 16:00:00,615.0,1700.55,1770.04,2179.01
2020-01-07 17:00:00,802.85,2002.68,2080.3,2560.96
2020-01-07 18:00:00,860.08,2096.71,2179.11,2682.6
2020-01-07 19:00:00,879.48,2124.01,2204.2,2713.48
2020-01-07 20:00:00,911.22,2158.45,2235.8,2752.39
2020-01-07 21:00:00,903.74,2144.28,2227.6,2742.29
2020-01-07 22:00:00,857.57,2110.19,2192.13,2698.63
2020-01-07 23:00:00,824.15,2075.91,2160.68,2659.91
2020-01-08 00:00:00,911.22,2232.15,2316.04,2851.16
2020-01-08 01:00:00,948.36,2294.35,2379.53,2929.32
2020-01-08 02:00:00,1043.06,2522.48,2608.25,3210.9
2020-01-08 03:00:00,1068.34,2578.39,2664.13,3279.68
2020-01-08 04:00:00,1022.16,2513.33,2603.38,3204.9
2020-01-08 05:00:00,940.98,2420.0,2501.51,3079.5
2020-01-08 06:00:00,763.11,2041.76,2113.74,2602.12
2020-01-08 07:00:00,730.8,2042.11,2117.85,2607.19
