snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2019-01-01 00:00:00,0.0,107.17,128.72,145.25
2019-01-01 01:00:00,0.0,107.17,128.72,145.25
2019-01-01 02:00:00,0.0,107.17,128.72,145.25
2019-01-01 03:00:00,0.0,107.17,128.72,145.25
2019-01-01 04:00:00,0.0,107.17,128.72,145.25
2019-01-01 05:00:00,0.0,107.17,128.72,145.25
2019-01-01 06:00:00,0.0,107.17,128.72,145.25
2019-01-01 07:00:00,0.0,107.17,128.72,145.25
2019-01-01 08:00:00,551.94,672.23,720.08,812.54
2019-01-01 09:00:00,2896.21,2545.32,2600.65,2934.57
2019-01-01 10:00:00,3989.42,3314.42,3418.29,3857.2
2019-01-01 11:00:00,4413.45,3854.41,3692.75,4166.89
2019-01-01 12:00:00,4456.41,3924.11,3718.55,4196.01
2019-01-01 13:00:00,4112.72,3415.68,3500.97,3950.49
2019-01-01 14:00:00,3378.32,2880.73,2996.68,3381.45
2019-01-01 15:00:00,2218.99,1997.96,2024.91,2284.91
2019-01-01 16:00:00,616.87,719.32,764.83,863.04
2019-01-01 17:00:00,0.0,107.17,128.72,145.25
2019-01-01 18:00:00,0.0,107.17,128.72,145.25
2019-01-01 19:00:00,0.0,107.17,128.72,145.25
2019-01-01 20:00:00,0.0,107.17,128.72,145.25
2019-01-01 21:00:00,0.0,107.17,128.72,145.25
2019-01-01 22:00:00,0.0,107.17,128.72,145.25
2019-01-01 23:00:00,0.0,107.17,128.72,145.25
2019-01-02 00:00:00,0.0,107.17,128.72,145.25
2019-01-02 01:00:00,0.0,107.17,128.72,145.25
2019-01-02 02:00:00,0.0,107.17,128.72,145.25
2019-01-02 03:00:00,0.0,107.17,128.72,145.25
2019-01-02 04:00:00,0.0,107.17,128.72,145.25
2019-01-02 05:00:00,0.0,107.17,128.72,145.25
2019-01-02 06:00:00,0.0,107.17,128.72,145.25
2019-01-02 07:00:00,0.0,107.17,128.72,145.25
2019-01-02 08:00:00,540.63,664.19,710.51,801.74
2019-01-02 09:00:00,2834.11,2495.66,2561.62,2890.52
2019-01-02 10:00:00,3908.61,3253.45,3356.81,3787.82
2019-01-02 11:00:00,4337.39,3783.03,3635.6,4102.41
2019-01-02 12:00:00,4411.79,3884.12,3687.18,4160.61
2019-01-02 13:00:00,4111.29,3418.98,3498.45,3947.65
2019-01-02 14:00:00,3407.51,2899.55,3013.0,3399.86
2019-01-02 15:00:00,2272.42,2050.56,2064.82,2329.94
2019-01-02 16:00:00,655.71,754.79,799.27,901.89
2019-01-02 17:00:00,0.0,107.17,128.72,145.25
2019-01-02 18:00:00,0.0,107.17,128.72,145.25
2019-01-02 19:00:00,0.0,107.17,128.72,145.25
2019-01-02 20:00:00,0.0,107.17,128.72,145.25
2019-01-02 21:00:00,0.0,107.17,128.72,145.25
2019-01-02 22:00:00,0.0,107.17,128.72,145.25
2019-01-02 23:00:00,0.0,107.17,128.72,145.25
2019-01-03 00:00:00,0.0,107.17,128.72,145.25
2019-01-03 01:00:00,0.0,107.17,128.72,145.25
2019-01-03 02:00:00,0.0,107.17,128.72,145.25
2019-01-03 03:00:00,0.0,107.17,128.72,145.25
2019-01-03 04:00:00,0.0,107.17,128.72,145.25
2019-01-03 05:00:00,0.0,107.17,128.72,145.25
2019-01-03 06:00:00,0.0,107.17,128.72,145.25
2019-01-03 07:00:00,0.0,107.17,128.72,145.25
2019-01-03 08:00:00,532.91,657.28,703.83,794.2
