snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2022-01-01 00:00:00,5426.34,6194.54,6422.56,7398.01
2022-01-01 01:00:00,5504.63,6300.74,6560.57,7556.98
2022-01-01 02:00:00,5329.1,6130.47,6391.49,7362.22
2022-01-01 03:00:00,5092.3,5905.78,6118.02,7047.22
2022-01-01 04:00:00,4860.47,5648.5,5894.76,6790.05
2022-01-01 05:00:00,4495.62,5250.15,5524.05,6363.03
2022-01-01 06:00:00,4124.6,4881.42,5200.33,5990.16
2022-01-01 07:00:00,3913.08,4651.47,5030.76,5794.84
2022-01-01 08:00:00,3619.63,4414.41,4871.9,5611.84
2022-01-01 09:00:00,3471.28,4251.28,4665.14,5373.7
2022-01-01 10:00:00,3028.37,3793.59,4174.72,4808.79
2022-01-01 11:00:00,2885.42,3576.31,3944.53,4543.65
2022-01-01 12:00:00,3081.9,3628.92,3983.18,4588.17
2022-01-01 13:00:00,2987.87,3557.39,3870.33,4458.17
2022-01-01 14:00:00,3719.72,4173.86,4328.45,4985.87
2022-01-01 15:00:00,3957.91,4387.65,4540.56,5230.2
2022-01-01 16:00:00,4031.39,4563.74,4680.68,5391.6
2022-01-01 17:00:00,4219.6,4865.81,4947.58,5699.02
2022-01-01 18:00:00,4488.4,5178.18,5358.28,6172.11
2022-01-01 19:00:00,4658.33,5443.71,5672.32,6533.84
2022-01-01 20:00:00,4643.04,5490.43,5731.5,6602.0
2022-01-01 21:00:00,4643.81,5488.15,5859.81,6749.8
2022-01-01 22:00:00,4305.77,5409.89,5864.25,6754.91
2022-01-01 23:00:00,4334.56,5434.49,5944.75,6847.63
2022-01-02 00:00:00,4354.76,5476.12,5946.97,6850.19
2022-01-02 01:00:00,4046.18,5266.99,5719.55,6588.23
2022-01-02 02:00:00,3740.19,4988.98,5447.24,6274.56
2022-01-02 03:00:00,3507.24,4752.05,5169.56,5954.71
2022-01-02 04:00:00,3346.08,4551.66,4949.49,5701.22
2022-01-02 05:00:00,3241.23,4405.61,4780.23,5506.25
2022-01-02 06:00:00,3076.25,4196.01,4533.9,5222.51
2022-01-02 07:00:00,2826.3,3876.4,4203.92,4842.41
2022-01-02 08:00:00,2597.99,3597.66,3917.82,4512.86
2022-01-02 09:00:00,2481.37,3496.66,3838.39,4421.38
2022-01-02 10:00:00,2312.39,3178.37,3472.65,4000.09
2022-01-02 11:00:00,2348.83,2943.12,3232.89,3723.93
2022-01-02 12:00:00,2103.45,2756.65,3017.37,3475.68
2022-01-02 13:00:00,2166.51,2789.77,3081.36,3549.38
2022-01-02 14:00:00,2222.18,2841.47,3109.43,3581.71
2022-01-02 15:00:00,1924.47,2569.71,2827.25,3256.68
2022-01-02 16:00:00,1491.8,2250.01,2468.89,2843.89
2022-01-02 17:00:00,1286.79,2120.52,2328.63,2682.33
2022-01-02 18:00:00,1016.82,1897.87,2065.13,2378.81
2022-01-02 19:00:00,914.55,1728.59,1891.67,2179.02
2022-01-02 20:00:00,1055.26,1846.64,2033.97,2342.92
2022-01-02 21:00:00,1058.36,1853.69,2030.42,2338.83
2022-01-02 22:00:00,1178.7,2146.87,2353.53,2711.0
2022-01-02 23:00:00,1137.5,2017.34,2210.43,2546.17
2022-01-03 00:00:00,1338.52,2154.17,2368.32,2728.05
2022-01-03 01:00:00,1473.83,2306.09,2523.49,2906.79
2022-01-03 02:00:00,1720.32,2588.36,2822.42,3251.11
2022-01-03 03:00:00,1758.15,2617.54,2852.67,3285.96
2022-01-03 04:00:00,1637.93,2492.1,2716.8,3129.46
2022-01-03 05:00:00,1966.85,2793.3,3053.11,3516.84
2022-01-03 06:00:00,2178.53,2928.79,3231.41,3722.22
2022-01-03 07:00:00,2332.61,3155.01,3469.26,3996.18
2022-01-03 08:00:00,2522.03,3377.99,3713.56,4277.58
2022-01-03 09:00:00,2846.57,3751.77,4009.37,4618.31
2022-01-03 10:00:00,2769.78,3646.15,3900.28,4492.67
2022-01-03 11:00:00,3355.97,4019.98,4206.65,4845.57
2022-01-03 12:00:00,3483.64,4299.85,4499.33,5182.69
2022-01-03 13:00:00,4126.0,5030.39,5224.3,6017.77
2022-01-03 14:00:00,4860.25,5787.26,5993.34,6903.6
2022-01-03 15:00:00,5154.51,6183.62,6246.32,7195.0
2022-01-03 16:00:00,5728.78,6875.74,6939.64,7993.62
2022-01-03 17:00:00,6370.84,7612.38,7761.66,8940.48
2022-01-03 18:00:00,7154.23,8347.07,8554.88,9854.17
2022-01-03 19:00:00,8017.92,9090.46,9316.71,10731.71
2022-01-03 20:00:00,8740.77,9702.13,9926.81,11434.46
2022-01-03 21:00:00,9358.26,10306.88,10546.05,12147.76
2022-01-03 22:00:00,9623.96,10638.29,10912.37,12569.71
2022-01-03 23:00:00,9882.26,10892.55,11130.86,12821.38
2022-01-04 00:00:00,10157.95,11172.53,11411.92,13145.13
2022-01-04 01:00:00,10270.58,11190.07,11541.86,13294.8
2022-01-04 02:00:00,10321.07,11087.37,11772.56,13560.54
2022-01-04 03:00:00,9448.4,10337.32,11246.37,12954.43
2022-01-04 04:00:00,9032.68,10144.28,10993.59,12663.26
2022-01-04 05:00:00,8802.86,10039.56,10803.56,12444.36
2022-01-04 06:00:00,8986.21,10152.68,10866.39,12516.74
2022-01-04 07:00:00,9628.65,10775.18,11421.6,13156.27
2022-01-04 08:00:00,9471.04,10726.96,11380.7,13109.16
2022-01-04 09:00:00,8538.05,9841.39,10612.26,12224.01
2022-01-04 10:00:00,5597.43,6899.71,7448.9,8580.22
2022-01-04 11:00:00,6324.8,7617.4,8229.48,9479.34
2022-01-04 12:00:00,8110.74,9279.64,10008.59,11528.66
2022-01-04 13:00:00,9269.36,10500.16,11360.84,13086.28
2022-01-04 14:00:00,9334.59,10660.12,11537.66,13289.96
2022-01-04 15:00:00,9709.28,10941.63,11862.36,13663.97
2022-01-04 16:00:00,11138.65,12135.16,13199.81,15204.55
2022-01-04 17:00:00,11666.4,12571.12,13692.55,15772.13
2022-01-04 18:00:00,11295.04,12271.7,13371.27,15402.05
2022-01-04 19:00:00,12263.09,13034.44,14030.25,16161.11
2022-01-04 20:00:00,13529.63,14071.99,14882.01,17142.23
2022-01-04 21:00:00,14509.22,15160.69,15671.82,18051.99
2022-01-04 22:00:00,14944.41,15519.7,15488.42,17840.74
2022-01-04 23:00:00,14679.1,15085.33,15226.66,17539.23
2022-01-05 00:00:00,14637.9,14953.85,15149.8,17450.69
2022-01-05 01:00:00,14512.75,14733.07,14923.44,17189.96
2022-01-05 02:00:00,13822.49,14116.74,14347.17,16526.17
2022-01-05 03:00:00,13055.69,13487.46,13817.72,15916.3
2022-01-05 04:00:00,12558.11,13104.66,13608.7,15675.53
2022-01-05 05:00:00,12258.02,12709.65,13353.92,15382.06
2022-01-05 06:00:00,11794.57,12317.54,13067.04,15051.61
2022-01-05 07:00:00,11484.95,12120.11,12849.55,14801.09
2022-01-05 08:00:00,11067.85,11797.3,12516.46,14417.41
2022-01-05 09:00:00,10586.38,11409.33,12135.71,13978.83
2022-01-05 10:00:00,10185.39,10993.2,11557.24,13312.51
2022-01-05 11:00:00,11355.1,11950.38,12450.72,14341.69
2022-01-05 12:00:00,11631.21,12237.33,12732.92,14666.74
2022-01-05 13:00:00,11284.12,11884.28,12694.72,14622.74
2022-01-05 14:00:00,10479.22,11344.72,12288.95,14155.35
2022-01-05 15:00:00,9821.37,10977.86,11942.3,13756.05
2022-01-05 16:00:00,8223.18,9682.95,10573.83,12179.75
2022-01-05 17:00:00,6625.34,8222.39,8946.71,10305.51
2022-01-05 18:00:00,5490.28,7199.84,7787.75,8970.54
2022-01-05 19:00:00,4825.19,6601.25,7110.35,8190.26
2022-01-05 20:00:00,4481.64,6239.29,6747.05,7771.78
2022-01-05 21:00:00,4374.61,6049.18,6553.04,7548.3
2022-01-05 22:00:00,3910.38,5540.24,6041.08,6958.57
2022-01-05 23:00:00,4358.05,5908.26,6423.05,7398.56
2022-01-06 00:00:00,5202.14,6628.19,7196.56,8289.55
2022-01-06 01:00:00,5801.57,7086.82,7669.09,8833.84
2022-01-06 02:00:00,6141.22,7334.77,7968.53,9178.76
2022-01-06 03:00:00,6116.88,7344.68,7951.07,9158.66
2022-01-06 04:00:00,5888.0,7093.68,7683.37,8850.3
2022-01-06 05:00:00,5677.41,6964.24,7527.95,8671.27
2022-01-06 06:00:00,5334.33,6768.62,7351.98,8468.58
2022-01-06 07:00:00,5049.28,6589.76,7160.73,8248.28
2022-01-06 08:00:00,4755.22,6401.18,6953.33,8009.39
2022-01-06 09:00:00,3844.49,5579.84,6011.62,6924.66
2022-01-06 10:00:00,2362.27,3880.04,4196.01,4833.3
2022-01-06 11:00:00,2689.72,4217.77,4561.71,5254.54
2022-01-06 12:00:00,3379.62,4950.39,5341.27,6152.49
2022-01-06 13:00:00,3665.27,5337.58,5761.71,6636.79
2022-01-06 14:00:00,3809.19,5564.58,6006.03,6918.21
2022-01-06 15:00:00,3879.32,5705.78,6129.1,7059.97
2022-01-06 16:00:00,3414.73,5284.14,5680.17,6542.86
2022-01-06 17:00:00,3765.05,5590.88,6052.72,6971.99
2022-01-06 18:00:00,3966.86,5798.15,6271.06,7223.49
2022-01-06 19:00:00,3921.2,5813.56,6278.56,7232.13
2022-01-06 20:00:00,4003.49,5906.32,6387.5,7357.61
2022-01-06 21:00:00,4263.6,6118.84,6630.84,7637.91
2022-01-06 22:00:00,3709.64,5654.1,6072.32,6994.56
2022-01-06 23:00:00,3700.04,5684.33,6110.82,7038.9
2022-01-07 00:00:00,4057.83,6039.08,6504.1,7491.92
2022-01-07 01:00:00,4169.31,6102.45,6587.64,7588.14
2022-01-07 02:00:00,4317.77,6171.14,6675.17,7688.97
2022-01-07 03:00:00,4609.0,6414.04,6940.47,7994.56
2022-01-07 04:00:00,4789.15,6561.61,7093.15,8170.43
2022-01-07 05:00:00,5068.32,6823.75,7389.57,8511.87
2022-01-07 06:00:00,5024.07,6799.59,7356.79,8474.11
2022-01-07 07:00:00,5234.27,7047.92,7628.97,8787.63
2022-01-07 08:00:00,5772.33,7541.23,8180.07,9422.43
2022-01-07 09:00:00,5498.19,7228.61,7812.84,8999.42
2022-01-07 10:00:00,4710.95,6293.94,6841.74,7880.84
2022-01-07 11:00:00,6718.68,7941.84,8646.14,9959.29
2022-01-07 12:00:00,7624.23,8570.8,9358.02,10779.28
2022-01-07 13:00:00,7586.48,8593.18,9223.91,10624.81
2022-01-07 14:00:00,7771.91,8741.82,9476.83,10916.13
2022-01-07 15:00:00,7851.76,8955.19,9742.31,11221.93
2022-01-07 16:00:00,7105.93,8454.83,9198.4,10595.42
2022-01-07 17:00:00,6453.51,7846.93,8490.38,9779.86
2022-01-07 18:00:00,6968.37,8232.23,8963.21,10324.51
2022-01-07 19:00:00,6205.03,7664.02,8215.63,9463.39
2022-01-07 20:00:00,5794.54,7316.9,7828.7,9017.69
2022-01-07 21:00:00,5853.88,7135.17,7673.2,8838.58
2022-01-07 22:00:00,5080.53,6554.02,7079.08,8154.23
2022-01-07 23:00:00,5034.22,6582.33,7126.82,8209.22
2022-01-08 00:00:00,5230.58,6780.15,7359.65,8477.41
2022-01-08 01:00:00,5482.73,6977.81,7572.08,8722.1
2022-01-08 02:00:00,5627.95,7270.51,7851.23,9043.64
2022-01-08 03:00:00,5648.49,7314.81,7921.2,9124.24
2022-01-08 04:00:00,5994.86,7696.61,8369.72,9640.88
2022-01-08 05:00:00,6385.03,8081.94,8787.44,10122.05
2022-01-08 06:00:00,6476.98,8118.08,8803.43,10140.47
2022-01-08 07:00:00,6311.21,8027.98,8619.9,9929.07
2022-01-08 08:00:00,6075.55,7880.1,8424.59,9704.09
2022-01-08 09:00:00,5821.42,7546.28,8185.65,9428.86
2022-01-08 10:00:00,3932.76,5669.16,6125.61,7055.94
2022-01-08 11:00:00,4409.54,5909.31,6421.28,7396.52
2022-01-08 12:00:00,5588.91,7032.61,7609.56,8765.27
2022-01-08 13:00:00,7073.01,8553.41,9101.33,10483.61
2022-01-08 14:00:00,7909.85,9225.52,9905.51,11409.93
2022-01-08 15:00:00,8287.67,9607.09,10315.06,11881.67
2022-01-08 16:00:00,8588.67,10014.13,10765.43,12400.44
2022-01-08 17:00:00,9932.91,10998.45,11989.29,13810.18
2022-01-08 18:00:00,11012.62,11908.11,12947.78,14914.24
2022-01-08 19:00:00,11849.89,12635.97,13753.19,15841.97
2022-01-08 20:00:00,12579.82,13169.45,14409.81,16598.32
2022-01-08 21:00:00,13294.34,13693.55,14960.71,17232.88
2022-01-08 22:00:00,11226.32,12224.58,13391.92,15425.83
2022-01-08 23:00:00,12387.21,13051.35,14232.78,16394.4
2022-01-09 00:00:00,13113.71,13451.61,14813.45,17063.26
2022-01-09 01:00:00,13481.71,13794.75,15080.78,17371.19
2022-01-09 02:00:00,13973.06,14167.72,15460.12,17808.14
2022-01-09 03:00:00,14144.53,14352.87,15668.3,18047.94
2022-01-09 04:00:00,14545.66,14760.07,16022.17,18455.55
2022-01-09 05:00:00,15003.36,15092.08,16278.77,18751.13
2022-01-09 06:00:00,14721.79,14863.44,16067.7,18508.0
2022-01-09 07:00:00,14416.52,14667.36,15811.03,18212.34
2022-01-09 08:00:00,14551.29,14704.35,15900.98,18315.96
2022-01-09 09:00:00,14595.54,14725.54,15899.5,18314.26
2022-01-09 10:00:00,10706.31,11907.57,13011.92,14988.12
2022-01-09 11:00:00,11130.25,12108.54,13159.92,15158.6
2022-01-09 12:00:00,12886.04,13371.95,14512.34,16716.42
2022-01-09 13:00:00,15616.62,15343.53,16528.4,19038.66
2022-01-09 14:00:00,16127.38,15840.39,17012.79,19596.63
2022-01-09 15:00:00,15903.03,15625.23,16907.98,19475.9
2022-01-09 16:00:00,16609.49,16243.17,17425.19,20071.66
2022-01-09 17:00:00,16447.08,16069.18,17259.28,19880.55
2022-01-09 18:00:00,16559.09,16189.74,17314.98,19944.71
2022-01-09 19:00:00,16967.86,16494.4,17577.46,20247.05
2022-01-09 20:00:00,17239.19,17155.11,17676.47,20361.1
2022-01-09 21:00:00,17296.95,17362.75,17627.19,20304.33
2022-01-09 22:00:00,16503.04,16636.2,17018.89,19603.65
2022-01-09 23:00:00,15912.51,16103.15,16545.32,19058.16
2022-01-10 00:00:00,15793.69,16085.18,16422.03,18916.14
2022-01-10 01:00:00,15407.53,15794.22,16087.85,18531.21
2022-01-10 02:00:00,15009.98,15456.1,15744.52,18135.74
2022-01-10 03:00:00,14491.35,15033.91,15274.71,17594.57
2022-01-10 04:00:00,14185.59,14771.26,14980.94,17256.19
2022-01-10 05:00:00,13871.37,14469.52,14705.5,16938.91
2022-01-10 06:00:00,13660.96,14212.97,14477.2,16675.94
2022-01-10 07:00:00,13334.09,13799.62,14085.44,16224.69
2022-01-10 08:00:00,12989.63,13370.18,13741.19,15828.15
2022-01-10 09:00:00,12602.3,12843.66,13314.99,15337.23
2022-01-10 10:00:00,9368.14,9900.75,10775.46,12412.0
2022-01-10 11:00:00,9875.72,10318.42,11086.31,12770.06
2022-01-10 12:00:00,10624.98,11152.54,11655.77,13426.01
2022-01-10 13:00:00,10983.56,11525.69,12052.42,13882.9
2022-01-10 14:00:00,10410.08,11038.35,11670.33,13442.78
2022-01-10 15:00:00,9627.36,10270.76,11074.19,12756.1
2022-01-10 16:00:00,9212.22,9950.73,10630.46,12244.98
2022-01-10 17:00:00,9056.56,9881.87,10459.06,12047.55
2022-01-10 18:00:00,8986.93,9948.1,10530.01,12129.27
2022-01-10 19:00:00,9133.48,10164.61,10762.63,12397.21
2022-01-10 20:00:00,8828.88,9950.01,10587.87,12195.91
2022-01-10 21:00:00,8539.62,9685.66,10382.91,11959.83
2022-01-10 22:00:00,7430.41,8690.4,9566.12,11018.99
2022-01-10 23:00:00,6941.6,8262.07,9023.56,10394.02
2022-01-11 00:00:00,6661.72,8017.71,8713.78,10037.2
2022-01-11 01:00:00,6538.43,7935.97,8632.57,9943.65
2022-01-11 02:00:00,6341.83,7807.27,8460.59,9745.55
2022-01-11 03:00:00,6213.6,7704.23,8318.49,9581.88
2022-01-11 04:00:00,6127.06,7574.44,8185.78,9429.01
2022-01-11 05:00:00,5946.24,7409.97,7985.91,9198.78
2022-01-11 06:00:00,5736.3,7206.43,7753.87,8931.5
2022-01-11 07:00:00,5368.24,6898.14,7436.7,8566.16
2022-01-11 08:00:00,5127.42,6685.59,7252.32,8353.78
2022-01-11 09:00:00,5117.13,6784.71,7362.04,8480.16
2022-01-11 10:00:00,3496.74,5364.18,5742.7,6614.88
2022-01-11 11:00:00,4685.18,6501.94,7070.6,8144.46
2022-01-11 12:00:00,4918.22,6836.74,7417.81,8544.4
2022-01-11 13:00:00,5007.66,6986.5,7569.94,8719.63
2022-01-11 14:00:00,5067.0,7015.98,7597.82,8751.74
2022-01-11 15:00:00,4934.84,6816.58,7379.07,8499.77
2022-01-11 16:00:00,4732.09,6548.76,7112.83,8193.1
2022-01-11 17:00:00,5499.07,7284.57,7892.04,9090.66
2022-01-11 18:00:00,6384.61,8021.39,8701.43,10022.97
2022-01-11 19:00:00,6885.35,8392.88,9095.55,10476.95
2022-01-11 20:00:00,7188.86,8659.39,9377.27,10801.46
2022-01-11 21:00:00,7267.58,8740.31,9468.48,10906.52
2022-01-11 22:00:00,6690.51,8275.22,9019.05,10388.84
2022-01-11 23:00:00,6300.22,7994.34,8717.13,10041.06
2022-01-12 00:00:00,5846.4,7641.87,8295.94,9555.89
2022-01-12 01:00:00,5385.61,7247.18,7856.41,9049.61
2022-01-12 02:00:00,5036.4,6950.69,7481.05,8617.24
2022-01-12 03:00:00,5005.0,6909.66,7442.29,8572.59
2022-01-12 04:00:00,5081.59,6987.84,7535.84,8680.36
2022-01-12 05:00:00,5226.71,7098.27,7671.58,8836.72
2022-01-12 06:00:00,5481.2,7348.4,7911.04,9112.54
2022-01-12 07:00:00,5691.15,7535.57,8142.52,9379.18
2022-01-12 08:00:00,5680.47,7560.73,8180.93,9423.41
2022-01-12 09:00:00,5265.5,7150.99,7702.96,8872.86
2022-01-12 10:00:00,4342.85,6086.96,6598.91,7601.13
2022-01-12 11:00:00,4239.33,5804.33,6312.48,7271.2
2022-01-12 12:00:00,4405.99,5915.39,6395.69,7367.06
2022-01-12 13:00:00,4704.75,6281.39,6795.67,7827.78
2022-01-12 14:00:00,5048.71,6665.83,7204.79,8299.03
2022-01-12 15:00:00,5123.86,6756.95,7301.13,8410.0
2022-01-12 16:00:00,4964.71,6599.22,7162.06,8249.82
2022-01-12 17:00:00,5569.95,7192.46,7770.7,8950.89
2022-01-12 18:00:00,5873.78,7476.91,8103.79,9334.57
2022-01-12 19:00:00,5768.65,7361.54,7958.02,9166.66
2022-01-12 20:00:00,5366.7,6926.29,7524.06,8666.79
2022-01-12 21:00:00,5048.12,6536.62,7106.99,8186.37
2022-01-12 22:00:00,4417.29,5817.05,6323.88,7284.33
2022-01-12 23:00:00,4024.01,5270.11,5737.5,6608.91
2022-01-13 00:00:00,3917.37,5172.99,5597.35,6447.47
2022-01-13 01:00:00,3815.69,5087.19,5458.04,6287.0
2022-01-13 02:00:00,3882.8,5147.38,5514.79,6352.38
2022-01-13 03:00:00,3949.0,5190.46,5557.32,6401.36
2022-01-13 04:00:00,3796.0,5004.52,5375.9,6192.4
2022-01-13 05:00:00,3604.39,4770.27,5129.36,5908.4
2022-01-13 06:00:00,3476.06,4592.38,4948.71,5700.32
2022-01-13 07:00:00,3397.28,4463.64,4820.22,5552.32
2022-01-13 08:00:00,3378.15,4424.04,4782.3,5508.63
2022-01-13 09:00:00,3312.22,4342.36,4723.63,5441.06
2022-01-13 10:00:00,2757.71,3664.1,3992.52,4598.91
2022-01-13 11:00:00,2910.58,3633.28,3811.54,4390.46
2022-01-13 12:00:00,3002.09,3713.64,3802.61,4380.18
2022-01-13 13:00:00,2974.19,3696.1,3781.92,4356.33
2022-01-13 14:00:00,2879.41,3566.38,3689.5,4249.88
2022-01-13 15:00:00,2719.18,3378.54,3518.22,4052.59
2022-01-13 16:00:00,2553.15,3179.5,3340.99,3848.44
2022-01-13 17:00:00,2510.87,3279.33,3518.48,4052.89
2022-01-13 18:00:00,2736.77,3602.83,3884.04,4473.96
2022-01-13 19:00:00,2884.29,3778.63,4091.65,4713.1
2022-01-13 20:00:00,3061.45,4029.06,4342.54,5002.1
2022-01-13 21:00:00,3287.67,4301.57,4628.09,5331.02
2022-01-13 22:00:00,3378.5,4385.62,4654.33,5361.24
2022-01-13 23:00:00,3280.4,4256.9,4538.02,5227.26
2022-01-14 00:00:00,3041.49,3959.56,4277.35,4927.0
2022-01-14 01:00:00,2798.9,3680.45,4029.57,4641.6
2022-01-14 02:00:00,2613.06,3496.03,3832.02,4414.04
2022-01-14 03:00:00,2629.36,3593.74,3920.26,4515.67
2022-01-14 04:00:00,2585.21,3575.86,3891.58,4482.64
2022-01-14 05:00:00,2620.56,3641.24,3960.04,4561.49
2022-01-14 06:00:00,2633.38,3687.06,3993.49,4600.03
2022-01-14 07:00:00,2613.52,3687.8,4002.7,4610.63
2022-01-14 08:00:00,2587.34,3665.61,3988.76,4594.57
2022-01-14 09:00:00,2368.1,3465.47,3762.23,4333.64
2022-01-14 10:00:00,2073.28,3103.43,3378.14,3891.23
2022-01-14 11:00:00,2072.22,2896.78,3163.8,3644.34
2022-01-14 12:00:00,1915.2,2579.27,2841.74,3273.38
2022-01-14 13:00:00,1653.73,2219.22,2448.8,2820.76
2022-01-14 14:00:00,1488.73,2058.91,2255.5,2598.11
2022-01-14 15:00:00,1435.75,2005.99,2191.07,2523.88
2022-01-14 16:00:00,1354.16,1930.79,2119.91,2441.92
2022-01-14 17:00:00,1359.87,2003.28,2200.87,2535.18
2022-01-14 18:00:00,1504.23,2248.96,2450.3,2822.48
2022-01-14 19:00:00,1571.07,2310.98,2515.84,2897.98
2022-01-14 20:00:00,1610.8,2345.64,2555.66,2943.85
2022-01-14 21:00:00,1580.64,2304.89,2511.26,2892.7
2022-01-14 22:00:00,1238.57,1941.35,2128.77,2452.12
2022-01-14 23:00:00,1188.44,1833.41,2020.11,2326.96
2022-01-15 00:00:00,1222.93,1930.24,2107.94,2428.12
2022-01-15 01:00:00,1239.57,2001.64,2192.89,2525.96
2022-01-15 02:00:00,1226.11,1995.26,2184.21,2515.96
2022-01-15 03:00:00,1133.36,1862.67,2047.78,2358.83
2022-01-15 04:00:00,1136.11,1934.73,2141.05,2466.25
2022-01-15 05:00:00,1089.57,1915.55,2127.1,2450.18
2022-01-15 06:00:00,1105.55,1972.72,2159.83,2487.89
2022-01-15 07:00:00,1159.74,2056.58,2251.54,2593.53
2022-01-15 08:00:00,1200.82,2099.78,2299.15,2648.36
2022-01-15 09:00:00,1132.12,2034.75,2217.17,2553.94
2022-01-15 10:00:00,885.36,1680.6,1834.69,2113.38
2022-01-15 11:00:00,819.13,1504.68,1669.97,1923.64
2022-01-15 12:00:00,705.24,1404.5,1542.93,1777.31
2022-01-15 13:00:00,719.18,1481.15,1630.96,1878.71
2022-01-15 14:00:00,722.31,1535.02,1671.07,1924.91
2022-01-15 15:00:00,690.16,1497.18,1635.26,1883.66
2022-01-15 16:00:00,677.19,1487.35,1628.92,1876.35
2022-01-15 17:00:00,850.41,1808.44,1955.83,2252.91
2022-01-15 18:00:00,1033.85,2072.67,2258.83,2601.92
2022-01-15 19:00:00,1086.52,2125.54,2314.82,2666.41
2022-01-15 20:00:00,1097.69,2108.03,2290.12,2637.96
2022-01-15 21:00:00,1088.77,2023.74,2190.46,2523.17
2022-01-15 22:00:00,1095.95,2131.86,2304.64,2654.68
2022-01-15 23:00:00,1268.42,2338.51,2532.13,2916.72
2022-01-16 00:00:00,1222.78,2264.53,2461.61,2835.49
2022-01-16 01:00:00,1207.03,2284.23,2495.37,2874.38
2022-01-16 02:00:00,1238.33,2333.41,2544.64,2931.14
2022-01-16 03:00:00,1254.17,2361.28,2569.04,2959.24
2022-01-16 04:00:00,1301.9,2413.42,2630.35,3029.85
2022-01-16 05:00:00,1348.35,2559.41,2780.97,3203.35
2022-01-16 06:00:00,1340.84,2522.22,2730.04,3144.69
2022-01-16 07:00:00,1233.66,2401.17,2604.11,2999.63
2022-01-16 08:00:00,1205.77,2367.4,2568.63,2958.76
2022-01-16 09:00:00,1123.71,2245.59,2442.5,2813.48
2022-01-16 10:00:00,677.23,1429.56,1572.67,1811.56
2022-01-16 11:00:00,494.91,1084.35,1216.11,1400.85
2022-01-16 12:00:00,359.61,916.8,1023.94,1179.5
2022-01-16 13:00:00,391.91,1031.85,1139.1,1312.15
2022-01-16 14:00:00,401.89,1060.55,1164.92,1341.89
2022-01-16 15:00:00,412.25,1097.74,1227.31,1413.75
2022-01-16 16:00:00,560.86,1384.15,1519.12,1749.87
2022-01-16 17:00:00,771.5,1763.02,1920.44,2212.13
2022-01-16 18:00:00,863.77,1915.14,2087.1,2404.11
2022-01-16 19:00:00,862.59,1909.4,2069.4,2383.72
2022-01-16 20:00:00,858.31,1876.17,2038.7,2348.36
2022-01-16 21:00:00,851.37,1855.29,2019.73,2326.51
2022-01-16 22:00:00,878.47,1866.25,2025.78,2333.48
2022-01-16 23:00:00,913.96,1911.97,2076.68,2392.11
2022-01-17 00:00:00,970.87,1984.18,2156.91,2484.52
2022-01-17 01:00:00,958.43,1971.52,2142.68,2468.13
2022-01-17 02:00:00,1000.38,2035.07,2213.06,2549.19
2022-01-17 03:00:00,1075.27,2118.4,2307.57,2658.06
2022-01-17 04:00:00,1213.22,2300.15,2485.5,2863.02
2022-01-17 05:00:00,1298.53,2400.99,2613.61,3010.58
2022-01-17 06:00:00,1319.35,2431.85,2639.57,3040.49
2022-01-17 07:00:00,1363.87,2519.79,2738.45,3154.38
2022-01-17 08:00:00,1302.95,2454.75,2670.97,3076.64
2022-01-17 09:00:00,1227.04,2395.84,2595.71,2989.95
2022-01-17 10:00:00,648.34,1391.85,1543.66,1778.15
2022-01-17 11:00:00,636.59,1318.39,1453.33,1674.09
2022-01-17 12:00:00,726.75,1440.17,1592.23,1834.09
2022-01-17 13:00:00,802.1,1522.6,1681.06,1936.42
2022-01-17 14:00:00,821.58,1503.96,1665.41,1918.38
2022-01-17 15:00:00,872.66,1568.63,1734.41,1997.87
2022-01-17 16:00:00,834.78,1552.35,1715.25,1975.8
2022-01-17 17:00:00,1044.79,1975.57,2153.5,2480.59
2022-01-17 18:00:00,1391.57,2498.73,2723.25,3136.87
2022-01-17 19:00:00,1690.84,2935.71,3186.89,3670.92
2022-01-17 20:00:00,1630.28,2772.02,3022.69,3481.78
2022-01-17 21:00:00,1499.48,2542.03,2768.74,3189.26
2022-01-17 22:00:00,1360.81,2169.99,2376.42,2737.37
2022-01-17 23:00:00,1324.72,2050.58,2239.4,2579.54
2022-01-18 00:00:00,1340.22,2070.6,2257.5,2600.39
2022-01-18 01:00:00,1324.06,2091.13,2270.42,2615.28
2022-01-18 02:00:00,1245.58,2034.64,2218.96,2555.99
2022-01-18 03:00:00,1151.48,1927.42,2112.34,2433.18
2022-01-18 04:00:00,1096.01,1835.25,2014.33,2320.28
