snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2023-01-01 00:00:00,0.0,0.0,272.28,330.01
2023-01-01 01:00:00,0.0,0.0,272.28,330.01
2023-01-01 02:00:00,0.0,0.0,272.28,330.01
2023-01-01 03:00:00,0.0,0.0,272.28,330.01
2023-01-01 04:00:00,0.0,0.0,272.28,330.01
2023-01-01 05:00:00,0.0,0.0,272.28,330.01
2023-01-01 06:00:00,0.0,0.0,272.28,330.01
2023-01-01 07:00:00,0.0,0.0,272.28,330.01
2023-01-01 08:00:00,20.64,26.42,295.33,357.95
2023-01-01 09:00:00,3831.34,4278.27,4483.77,5434.47
2023-01-01 10:00:00,8324.59,8121.56,8486.98,10286.5
2023-01-01 11:00:00,11742.91,10636.46,11187.79,13559.97
2023-01-01 12:00:00,13758.25,12072.49,12554.83,15216.87
2023-01-01 13:00:00,14188.81,12395.06,12844.12,15567.5
2023-01-01 14:00:00,13224.79,11704.18,12238.04,14832.91
2023-01-01 15:00:00,10806.43,10016.74,10459.05,12676.71
2023-01-01 16:00:00,7099.37,7213.39,7502.79,9093.63
2023-01-01 17:00:00,2681.54,3219.35,3333.59,4040.42
2023-01-01 18:00:00,0.0,0.0,272.28,330.01
2023-01-01 19:00:00,0.0,0.0,272.28,330.01
2023-01-01 20:00:00,0.0,0.0,272.28,330.01
2023-01-01 21:00:00,0.0,0.0,272.28,330.01
2023-01-01 22:00:00,0.0,0.0,272.28,330.01
2023-01-01 23:00:00,0.0,0.0,272.28,330.01
2023-01-02 00:00:00,0.0,0.0,272.28,330.01
2023-01-02 01:00:00,0.0,0.0,272.28,330.01
2023-01-02 02:00:00,0.0,0.0,272.28,330.01
2023-01-02 03:00:00,0.0,0.0,272.28,330.01
2023-01-02 04:00:00,0.0,0.0,272.28,330.01
2023-01-02 05:00:00,0.0,0.0,272.28,330.01
2023-01-02 06:00:00,0.0,0.0,272.28,330.01
2023-01-02 07:00:00,0.0,0.0,272.28,330.01
2023-01-02 08:00:00,8.19,10.97,280.59,340.08
2023-01-02 09:00:00,1545.0,1957.22,2042.26,2475.29
2023-01-02 10:00:00,3689.54,4210.78,4388.25,5318.71
2023-01-02 11:00:00,5683.9,6030.15,6158.34,7464.11
2023-01-02 12:00:00,6705.08,6858.85,7078.27,8579.09
