snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2022-01-01 00:00:00,5105.73,6288.79,6669.44,7476.0
2022-01-01 01:00:00,5134.58,6344.36,6729.13,7542.91
2022-01-01 02:00:00,4990.35,6155.82,6564.36,7358.21
2022-01-01 03:00:00,4749.0,5757.53,6147.93,6891.43
2022-01-01 04:00:00,4501.54,5368.87,5784.01,6483.5
2022-01-01 05:00:00,4189.47,4975.23,5492.0,6156.18
2022-01-01 06:00:00,3856.09,4593.51,5191.13,5818.92
2022-01-01 07:00:00,3666.92,4575.4,5105.61,5723.06
2022-01-01 08:00:00,3386.45,4596.89,5062.71,5674.97
2022-01-01 09:00:00,3258.69,4507.67,4980.0,5582.26
2022-01-01 10:00:00,2843.81,3885.7,4341.34,4866.36
2022-01-01 11:00:00,2701.31,3669.74,4096.61,4592.03
2022-01-01 12:00:00,2868.11,3648.45,4062.55,4553.85
2022-01-01 13:00:00,2838.65,3609.17,4014.25,4499.72
2022-01-01 14:00:00,3563.68,4071.06,4497.96,5041.92
2022-01-01 15:00:00,3824.29,4416.28,4702.27,5270.94
2022-01-01 16:00:00,3928.73,4611.96,4866.84,5455.41
2022-01-01 17:00:00,4134.07,4907.21,5157.06,5780.73
2022-01-01 18:00:00,4409.65,5212.17,5551.53,6222.91
2022-01-01 19:00:00,4658.79,5542.13,5966.68,6688.26
2022-01-01 20:00:00,4720.85,5567.81,6138.34,6880.69
2022-01-01 21:00:00,4834.94,5852.45,6553.85,7346.43
2022-01-01 22:00:00,4382.1,5715.88,6309.45,7072.49
2022-01-01 23:00:00,4361.66,5750.85,6376.72,7147.89
2022-01-02 00:00:00,4283.11,5554.01,6143.91,6886.93
2022-01-02 01:00:00,3927.86,5305.66,5869.04,6578.81
2022-01-02 02:00:00,3646.62,5108.67,5675.88,6362.29
2022-01-02 03:00:00,3440.74,4862.94,5432.04,6088.96
2022-01-02 04:00:00,3319.78,4696.48,5158.4,5782.23
2022-01-02 05:00:00,3237.68,4557.32,5016.9,5623.62
2022-01-02 06:00:00,3037.92,4274.25,4725.52,5297.0
2022-01-02 07:00:00,2773.61,3940.83,4379.81,4909.48
2022-01-02 08:00:00,2518.08,3651.06,4053.33,4543.52
2022-01-02 09:00:00,2333.91,3383.38,3799.71,4259.23
2022-01-02 10:00:00,2274.07,3270.88,3644.82,4085.61
2022-01-02 11:00:00,2323.47,2973.76,3360.75,3767.19
2022-01-02 12:00:00,2093.04,2880.79,3237.75,3629.31
2022-01-02 13:00:00,2185.29,2960.86,3336.57,3740.09
2022-01-02 14:00:00,2222.43,2971.16,3342.09,3746.26
2022-01-02 15:00:00,1988.03,2762.94,3097.0,3471.53
2022-01-02 16:00:00,1560.25,2460.96,2761.85,3095.86
2022-01-02 17:00:00,1346.98,2349.53,2600.86,2915.39
2022-01-02 18:00:00,1058.76,2101.15,2332.55,2614.65
2022-01-02 19:00:00,1017.73,2126.7,2332.21,2614.26
2022-01-02 20:00:00,1157.52,2219.01,2469.94,2768.65
2022-01-02 21:00:00,1156.24,2197.38,2449.05,2745.22
2022-01-02 22:00:00,1195.26,2306.24,2578.71,2890.57
2022-01-02 23:00:00,1140.53,2146.03,2406.55,2697.59
2022-01-03 00:00:00,1392.79,2445.88,2708.72,3036.3
2022-01-03 01:00:00,1517.35,2552.36,2835.45,3178.36
2022-01-03 02:00:00,1738.51,2772.92,3104.2,3479.61
2022-01-03 03:00:00,1786.69,2783.83,3112.72,3489.16
2022-01-03 04:00:00,1675.56,2645.94,2964.12,3322.59
2022-01-03 05:00:00,2033.44,2973.95,3342.95,3747.24
2022-01-03 06:00:00,2305.98,3226.52,3608.63,4045.04
2022-01-03 07:00:00,2467.55,3445.6,3850.95,4316.66
2022-01-03 08:00:00,2657.27,3707.03,4119.61,4617.82
2022-01-03 09:00:00,2958.0,3997.23,4416.07,4950.12
2022-01-03 10:00:00,2825.23,3781.35,4187.26,4693.65
2022-01-03 11:00:00,3318.19,3926.79,4407.04,4940.01
2022-01-03 12:00:00,3443.54,4174.29,4667.08,5231.49
2022-01-03 13:00:00,4068.3,4890.43,5500.06,6165.21
2022-01-03 14:00:00,4728.73,5818.09,6190.59,6939.25
2022-01-03 15:00:00,5000.61,6163.58,6396.1,7169.61
2022-01-03 16:00:00,5541.55,6878.84,7092.73,7950.49
2022-01-03 17:00:00,6193.9,7624.33,7994.81,8961.66
2022-01-03 18:00:00,6963.74,8356.55,8783.94,9846.23
2022-01-03 19:00:00,7756.93,9023.66,9525.77,10677.77
2022-01-03 20:00:00,8412.07,9593.46,10109.91,11332.55
2022-01-03 21:00:00,8972.51,10170.44,10686.88,11979.3
2022-01-03 22:00:00,9301.51,10491.57,11041.02,12376.26
2022-01-03 23:00:00,9579.28,10802.52,11287.83,12652.92
2022-01-04 00:00:00,9830.77,11092.19,11557.25,12954.92
2022-01-04 01:00:00,9938.36,11202.98,11736.98,13156.38
2022-01-04 02:00:00,9875.94,10914.45,11969.41,13416.93
2022-01-04 03:00:00,9008.25,10384.36,11356.99,12730.44
2022-01-04 04:00:00,8777.17,10279.03,11297.79,12664.09
2022-01-04 05:00:00,8747.43,10175.93,11230.0,12588.1
2022-01-04 06:00:00,9137.87,10440.74,11525.07,12918.85
2022-01-04 07:00:00,9754.1,10933.67,12105.19,13569.13
2022-01-04 08:00:00,9341.8,10699.6,11910.09,13350.43
2022-01-04 09:00:00,8404.31,10014.26,11100.64,12443.09
2022-01-04 10:00:00,5628.58,7283.97,8019.45,8989.28
2022-01-04 11:00:00,6235.48,8023.08,8745.1,9802.68
2022-01-04 12:00:00,7958.03,9594.7,10603.72,11886.07
2022-01-04 13:00:00,9255.39,10878.7,12030.72,13485.65
2022-01-04 14:00:00,9626.14,11216.94,12383.21,13880.77
2022-01-04 15:00:00,10342.86,11631.46,12869.6,14425.97
2022-01-04 16:00:00,11494.34,12701.67,13994.37,15686.77
2022-01-04 17:00:00,11448.87,12654.2,14098.86,15803.9
2022-01-04 18:00:00,10918.96,12363.08,13751.93,15415.01
2022-01-04 19:00:00,11707.64,12931.05,14434.59,16180.23
2022-01-04 20:00:00,12763.7,13709.08,15172.51,17007.39
2022-01-04 21:00:00,13808.47,14564.46,16027.29,17965.54
2022-01-04 22:00:00,14214.24,14998.99,15891.58,17813.42
2022-01-04 23:00:00,13806.42,14767.26,15372.9,17232.01
2022-01-05 00:00:00,13758.44,14659.01,15214.29,17054.22
2022-01-05 01:00:00,13537.84,14326.06,14839.48,16634.08
2022-01-05 02:00:00,12869.39,13803.09,14295.74,16024.59
2022-01-05 03:00:00,12245.2,13348.88,13890.52,15570.36
2022-01-05 04:00:00,11697.44,12899.29,13594.07,15238.06
2022-01-05 05:00:00,11747.48,12928.38,13716.23,15375.0
2022-01-05 06:00:00,11324.8,12571.73,13473.85,15103.3
2022-01-05 07:00:00,11008.13,12323.46,13264.07,14868.16
2022-01-05 08:00:00,10627.9,11901.37,12923.8,14486.73
2022-01-05 09:00:00,10301.39,11465.92,12615.3,14140.93
2022-01-05 10:00:00,9913.99,11015.8,12031.03,13486.0
2022-01-05 11:00:00,10949.79,11627.78,12769.09,14313.31
2022-01-05 12:00:00,11176.47,11751.07,12917.3,14479.45
2022-01-05 13:00:00,10686.37,11784.55,12880.38,14438.06
2022-01-05 14:00:00,9810.56,11279.67,12494.09,14005.05
2022-01-05 15:00:00,9323.46,11058.31,12223.78,13702.06
2022-01-05 16:00:00,8093.08,10011.13,11070.64,12409.46
2022-01-05 17:00:00,6647.86,8847.04,9767.89,10949.17
2022-01-05 18:00:00,5603.24,7982.49,8743.67,9801.08
2022-01-05 19:00:00,5042.59,7534.78,8211.59,9204.66
2022-01-05 20:00:00,4651.79,7027.8,7664.57,8591.48
2022-01-05 21:00:00,4473.58,6682.95,7338.64,8226.14
2022-01-05 22:00:00,4046.08,6164.22,6781.7,7601.84
2022-01-05 23:00:00,4347.42,6350.07,7012.72,7860.8
2022-01-06 00:00:00,4981.49,6959.51,7674.33,8602.43
2022-01-06 01:00:00,5309.75,7256.06,8027.66,8998.48
2022-01-06 02:00:00,5500.42,7413.34,8169.17,9157.1
2022-01-06 03:00:00,5332.06,7246.62,7970.01,8933.86
2022-01-06 04:00:00,5101.11,6995.76,7666.63,8593.8
2022-01-06 05:00:00,4915.37,6811.96,7464.82,8367.57
2022-01-06 06:00:00,4628.46,6575.0,7233.52,8108.3
2022-01-06 07:00:00,4442.0,6556.03,7154.87,8020.15
2022-01-06 08:00:00,4180.09,6362.94,6948.49,7788.8
2022-01-06 09:00:00,3377.91,5543.62,6038.38,6768.63
2022-01-06 10:00:00,1970.68,3778.18,4110.33,4607.41
2022-01-06 11:00:00,2208.38,4033.84,4378.88,4908.44
2022-01-06 12:00:00,2801.7,4690.56,5164.04,5788.55
2022-01-06 13:00:00,3027.96,4981.49,5474.21,6136.24
2022-01-06 14:00:00,3096.92,5146.69,5631.41,6312.44
2022-01-06 15:00:00,3193.57,5324.41,5812.44,6515.36
2022-01-06 16:00:00,2819.92,4959.71,5412.05,6066.55
2022-01-06 17:00:00,3080.35,5247.15,5728.45,6421.22
2022-01-06 18:00:00,3223.84,5437.64,5924.42,6640.88
2022-01-06 19:00:00,3201.58,5472.13,5955.06,6675.24
2022-01-06 20:00:00,3433.99,5758.38,6252.94,7009.13
2022-01-06 21:00:00,3829.72,6175.1,6732.09,7546.23
2022-01-06 22:00:00,3264.37,5575.76,6064.83,6798.28
2022-01-06 23:00:00,3212.33,5504.37,6004.11,6730.21
2022-01-07 00:00:00,3469.14,5762.75,6261.51,7018.74
2022-01-07 01:00:00,3548.17,5818.01,6336.26,7102.54
2022-01-07 02:00:00,3696.49,5935.85,6487.29,7271.83
2022-01-07 03:00:00,4049.16,6294.43,6869.98,7700.8
2022-01-07 04:00:00,4289.32,6487.92,7110.09,7969.94
2022-01-07 05:00:00,4598.81,6810.12,7422.73,8320.39
2022-01-07 06:00:00,4602.85,6800.45,7419.89,8317.21
2022-01-07 07:00:00,4791.07,7046.83,7691.66,8621.85
2022-01-07 08:00:00,5349.82,7574.59,8286.41,9288.53
2022-01-07 09:00:00,5042.01,7186.65,7897.18,8852.22
2022-01-07 10:00:00,4276.01,6301.03,6888.11,7721.12
