snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2020-01-01 00:00:00,0.0,182.33,235.39,257.05
2020-01-01 01:00:00,0.0,182.33,235.39,257.05
2020-01-01 02:00:00,0.0,182.33,235.39,257.05
2020-01-01 03:00:00,0.0,182.33,235.39,257.05
2020-01-01 04:00:00,0.0,182.33,235.39,257.05
2020-01-01 05:00:00,0.0,182.33,235.39,257.05
2020-01-01 06:00:00,0.0,182.33,235.39,257.05
2020-01-01 07:00:00,0.0,182.33,235.39,257.05
2020-01-01 08:00:00,738.01,1020.75,1129.0,1232.94
2020-01-01 09:00:00,3977.84,3816.76,3913.68,4273.96
2020-01-01 10:00:00,5505.81,5134.05,5242.72,5725.35
2020-01-01 11:00:00,6203.59,5769.42,5875.38,6416.25
2020-01-01 12:00:00,6351.84,5898.19,5996.14,6548.13
2020-01-01 13:00:00,5954.02,5559.36,5642.88,6162.35
2020-01-01 14:00:00,4946.08,4672.05,4775.57,5215.2
2020-01-01 15:00:00,3322.44,3251.81,3392.06,3704.33
2020-01-01 16:00:00,1007.07,1264.39,1349.73,1473.98
2020-01-01 17:00:00,0.0,182.33,235.39,257.05
2020-01-01 18:00:00,0.0,182.33,235.39,257.05
2020-01-01 19:00:00,0.0,182.33,235.39,257.05
2020-01-01 20:00:00,0.0,182.33,235.39,257.05
2020-01-01 21:00:00,0.0,182.33,235.39,257.05
2020-01-01 22:00:00,0.0,182.33,235.39,257.05
2020-01-01 23:00:00,0.0,182.33,235.39,257.05
2020-01-02 00:00:00,0.0,182.33,235.39,257.05
2020-01-02 01:00:00,0.0,182.33,235.39,257.05
2020-01-02 02:00:00,0.0,182.33,235.39,257.05
2020-01-02 03:00:00,0.0,182.33,235.39,257.05
2020-01-02 04:00:00,0.0,182.33,235.39,257.05
2020-01-02 05:00:00,0.0,182.33,235.39,257.05
2020-01-02 06:00:00,0.0,182.33,235.39,257.05
2020-01-02 07:00:00,0.0,182.33,235.39,257.05
2020-01-02 08:00:00,656.55,960.68,1061.5,1159.22
2020-01-02 09:00:00,3564.41,3488.51,3571.28,3900.04
2020-01-02 10:00:00,4918.15,4642.79,4765.0,5203.66
2020-01-02 11:00:00,5564.59,5211.11,5332.37,5823.25
2020-01-02 12:00:00,5706.6,5333.93,5457.45,5959.85
2020-01-02 13:00:00,5327.88,5008.06,5121.8,5593.3
2020-01-02 14:00:00,4395.05,4196.09,4312.97,4710.01
2020-01-02 15:00:00,2951.58,2965.98,3080.75,3364.36
2020-01-02 16:00:00,882.5,1137.21,1251.38,1366.58
2020-01-02 17:00:00,0.0,182.33,235.39,257.05
2020-01-02 18:00:00,0.0,182.33,235.39,257.05
2020-01-02 19:00:00,0.0,182.33,235.39,257.05
2020-01-02 20:00:00,0.0,182.33,235.39,257.05
2020-01-02 21:00:00,0.0,182.33,235.39,257.05
2020-01-02 22:00:00,0.0,182.33,235.39,257.05
2020-01-02 23:00:00,0.0,182.33,235.39,257.05
2020-01-03 00:00:00,0.0,182.33,235.39,257.05
2020-01-03 01:00:00,0.0,182.33,235.39,257.05
2020-01-03 02:00:00,0.0,182.33,235.39,257.05
2020-01-03 03:00:00,0.0,182.33,235.39,257.05
2020-01-03 04:00:00,0.0,182.33,235.39,257.05
2020-01-03 05:00:00,0.0,182.33,235.39,257.05
2020-01-03 06:00:00,0.0,182.33,235.39,257.05
2020-01-03 07:00:00,0.0,182.33,235.39,257.05
2020-01-03 08:00:00,653.61,940.36,1050.14,1146.82
2020-01-03 09:00:00,2862.93,2873.18,3002.21,3278.59
2020-01-03 10:00:00,4070.67,3912.1,4040.14,4412.06
2020-01-03 11:00:00,4836.62,4581.6,4684.07,5115.27
2020-01-03 12:00:00,5019.88,4737.05,4849.92,5296.39
2020-01-03 13:00:00,4571.12,4336.99,4462.79,4873.62
2020-01-03 14:00:00,3690.44,3582.4,3701.76,4042.53
2020-01-03 15:00:00,2542.73,2607.94,2742.36,2994.82
2020-01-03 16:00:00,775.09,1053.66,1163.04,1270.1
2020-01-03 17:00:00,0.0,182.33,235.39,257.05
2020-01-03 18:00:00,0.0,182.33,235.39,257.05
2020-01-03 19:00:00,0.0,182.33,235.39,257.05
2020-01-03 20:00:00,0.0,182.33,235.39,257.05
2020-01-03 21:00:00,0.0,182.33,235.39,257.05
2020-01-03 22:00:00,0.0,182.33,235.39,257.05
2020-01-03 23:00:00,0.0,182.33,235.39,257.05
2020-01-04 00:00:00,0.0,182.33,235.39,257.05
2020-01-04 01:00:00,0.0,182.33,235.39,257.05
2020-01-04 02:00:00,0.0,182.33,235.39,257.05
2020-01-04 03:00:00,0.0,182.33,235.39,257.05
2020-01-04 04:00:00,0.0,182.33,235.39,257.05
2020-01-04 05:00:00,0.0,182.33,235.39,257.05
2020-01-04 06:00:00,0.0,182.33,235.39,257.05
2020-01-04 07:00:00,0.0,182.33,235.39,257.05
2020-01-04 08:00:00,748.88,1034.98,1142.18,1247.33
2020-01-04 09:00:00,3489.29,3395.34,3523.58,3847.96
2020-01-04 10:00:00,4875.52,4596.81,4703.87,5136.9
2020-01-04 11:00:00,5667.31,5281.32,5394.09,5890.66
2020-01-04 12:00:00,5944.58,5532.31,5650.21,6170.35
2020-01-04 13:00:00,5608.29,5246.12,5354.0,5846.87
2020-01-04 14:00:00,4700.89,4450.22,4558.76,4978.42
2020-01-04 15:00:00,3301.74,3246.93,3378.31,3689.31
2020-01-04 16:00:00,1051.63,1303.97,1407.25,1536.79
2020-01-04 17:00:00,0.0,182.33,235.39,257.05
2020-01-04 18:00:00,0.0,182.33,235.39,257.05
2020-01-04 19:00:00,0.0,182.33,235.39,257.05
2020-01-04 20:00:00,0.0,182.33,235.39,257.05
2020-01-04 21:00:00,0.0,182.33,235.39,257.05
2020-01-04 22:00:00,0.0,182.33,235.39,257.05
2020-01-04 23:00:00,0.0,182.33,235.39,257.05
2020-01-05 00:00:00,0.0,182.33,235.39,257.05
2020-01-05 01:00:00,0.0,182.33,235.39,257.05
2020-01-05 02:00:00,0.0,182.33,235.39,257.05
2020-01-05 03:00:00,0.0,182.33,235.39,257.05
2020-01-05 04:00:00,0.0,182.33,235.39,257.05
2020-01-05 05:00:00,0.0,182.33,235.39,257.05
2020-01-05 06:00:00,0.0,182.33,235.39,257.05
2020-01-05 07:00:00,0.0,182.33,235.39,257.05
2020-01-05 08:00:00,788.07,1072.89,1175.44,1283.65
2020-01-05 09:00:00,4494.93,4268.45,4374.93,4777.67
2020-01-05 10:00:00,6202.52,5736.12,5824.73,6360.94
2020-01-05 11:00:00,6893.74,6374.47,6474.51,7070.54
2020-01-05 12:00:00,6997.09,6452.5,6564.95,7169.3
2020-01-05 13:00:00,6513.78,6038.9,6130.29,6694.63
2020-01-05 14:00:00,5424.52,5071.71,5191.09,5668.96
2020-01-05 15:00:00,3706.25,3587.96,3701.84,4042.62
2020-01-05 16:00:00,1206.28,1446.59,1557.91,1701.33
2020-01-05 17:00:00,0.0,182.33,235.39,257.05
2020-01-05 18:00:00,0.0,182.33,235.39,257.05
2020-01-05 19:00:00,0.0,182.33,235.39,257.05
2020-01-05 20:00:00,0.0,182.33,235.39,257.05
2020-01-05 21:00:00,0.0,182.33,235.39,257.05
2020-01-05 22:00:00,0.0,182.33,235.39,257.05
