snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2020-01-01 00:00:00,0.0,0.0,103.78,114.44
2020-01-01 01:00:00,0.0,0.0,103.77,114.44
2020-01-01 02:00:00,0.0,0.0,103.77,114.44
2020-01-01 03:00:00,0.0,0.0,103.77,114.44
2020-01-01 04:00:00,0.0,0.0,103.77,114.44
2020-01-01 05:00:00,0.0,0.0,103.77,114.44
2020-01-01 06:00:00,0.0,0.0,103.77,114.44
2020-01-01 07:00:00,0.0,0.0,103.77,114.44
2020-01-01 08:00:00,41.1,56.64,148.65,163.92
2020-01-01 09:00:00,2225.07,2258.72,2309.94,2547.24
2020-01-01 10:00:00,4160.0,3899.75,4008.07,4419.83
2020-01-01 11:00:00,5776.53,5350.15,5392.5,5946.49
2020-01-01 12:00:00,6697.17,6252.04,6211.0,6849.07
2020-01-01 13:00:00,6903.98,6449.05,6413.99,7072.91
2020-01-01 14:00:00,6471.34,6027.42,6019.04,6637.39
2020-01-01 15:00:00,5394.07,5014.7,5046.57,5565.02
2020-01-01 16:00:00,3638.74,3435.46,3597.15,3966.69
2020-01-01 17:00:00,1523.47,1589.46,1628.76,1796.08
2020-01-01 18:00:00,0.0,0.0,103.78,114.44
2020-01-01 19:00:00,0.0,0.0,103.78,114.44
2020-01-01 20:00:00,0.0,0.0,103.78,114.44
2020-01-01 21:00:00,0.0,0.0,103.78,114.44
2020-01-01 22:00:00,0.0,0.0,103.78,114.44
2020-01-01 23:00:00,0.0,0.0,103.78,114.44
2020-01-02 00:00:00,0.0,0.0,103.77,114.44
2020-01-02 01:00:00,0.0,0.0,103.77,114.44
2020-01-02 02:00:00,0.0,0.0,103.77,114.44
2020-01-02 03:00:00,0.0,0.0,103.77,114.44
2020-01-02 04:00:00,0.0,0.0,103.77,114.44
2020-01-02 05:00:00,0.0,0.0,103.77,114.44
2020-01-02 06:00:00,0.0,0.0,103.77,114.44
2020-01-02 07:00:00,0.0,0.0,103.77,114.44
2020-01-02 08:00:00,14.4,19.44,118.73,130.93
2020-01-02 09:00:00,1846.94,1899.28,1944.66,2144.44
2020-01-02 10:00:00,3629.64,3462.7,3572.1,3939.07
2020-01-02 11:00:00,5159.83,4791.35,4864.26,5363.97
2020-01-02 12:00:00,6142.25,5702.23,5711.49,6298.24
2020-01-02 13:00:00,6504.25,6056.91,6042.16,6662.88
2020-01-02 14:00:00,6280.58,5832.89,5850.94,6452.02
2020-01-02 15:00:00,5262.25,4888.46,4923.48,5429.28
2020-01-02 16:00:00,3527.25,3349.15,3494.41,3853.4
2020-01-02 17:00:00,1393.13,1461.88,1496.83,1650.61
2020-01-02 18:00:00,0.0,0.0,103.77,114.44
2020-01-02 19:00:00,0.0,0.0,103.77,114.44
2020-01-02 20:00:00,0.0,0.0,103.77,114.44
2020-01-02 21:00:00,0.0,0.0,103.77,114.44
2020-01-02 22:00:00,0.0,0.0,103.77,114.44
2020-01-02 23:00:00,0.0,0.0,103.77,114.44
2020-01-03 00:00:00,0.0,0.0,103.77,114.44
2020-01-03 01:00:00,0.0,0.0,103.77,114.44
2020-01-03 02:00:00,0.0,0.0,103.77,114.44
2020-01-03 03:00:00,0.0,0.0,103.77,114.44
2020-01-03 04:00:00,0.0,0.0,103.77,114.44
2020-01-03 05:00:00,0.0,0.0,103.77,114.44
2020-01-03 06:00:00,0.0,0.0,103.78,114.44
2020-01-03 07:00:00,0.0,0.0,103.78,114.44
2020-01-03 08:00:00,19.82,24.3,125.01,137.85
2020-01-03 09:00:00,1445.92,1506.47,1549.58,1708.77
2020-01-03 10:00:00,2975.21,2882.99,2967.1,3271.92
2020-01-03 11:00:00,4291.42,4036.48,4134.22,4558.94
2020-01-03 12:00:00,5007.75,4685.43,4738.1,5224.85
