snapshot,value,value_q2q_v1,value_q2q_v2,value_q2q_v3
2016-01-01 00:00:00,0.0,68.5,83.47,90.05
2016-01-01 01:00:00,0.0,68.5,83.47,90.05
2016-01-01 02:00:00,0.0,68.5,83.47,90.05
2016-01-01 03:00:00,0.0,68.5,83.47,90.05
2016-01-01 04:00:00,0.0,68.5,83.47,90.05
2016-01-01 05:00:00,0.0,68.5,83.47,90.05
2016-01-01 06:00:00,0.0,68.5,83.47,90.05
2016-01-01 07:00:00,0.0,68.5,83.47,90.05
2016-01-01 08:00:00,12.81,79.18,93.6,100.98
2016-01-01 09:00:00,327.55,366.57,376.89,406.59
2016-01-01 10:00:00,727.37,738.59,752.2,811.47
2016-01-01 11:00:00,1199.14,1175.97,1190.32,1284.1
2016-01-01 12:00:00,1599.0,1544.67,1561.62,1684.67
2016-01-01 13:00:00,1583.59,1531.16,1546.2,1668.02
2016-01-01 14:00:00,1512.56,1464.79,1484.1,1601.04
2016-01-01 15:00:00,1144.63,1127.77,1146.2,1236.52
2016-01-01 16:00:00,697.89,712.63,722.42,779.34
2016-01-01 17:00:00,258.13,301.71,313.91,338.64
2016-01-01 18:00:00,0.0,68.5,83.47,90.05
2016-01-01 19:00:00,0.0,68.5,83.47,90.05
2016-01-01 20:00:00,0.0,68.5,83.47,90.05
2016-01-01 21:00:00,0.0,68.5,83.47,90.05
2016-01-01 22:00:00,0.0,68.5,83.47,90.05
2016-01-01 23:00:00,0.0,68.5,83.47,90.05
2016-01-02 00:00:00,0.0,68.5,83.47,90.05
2016-01-02 01:00:00,0.0,68.5,83.47,90.05
2016-01-02 02:00:00,0.0,68.5,83.47,90.05
2016-01-02 03:00:00,0.0,68.5,83.47,90.05
2016-01-02 04:00:00,0.0,68.5,83.47,90.05
2016-01-02 05:00:00,0.0,68.5,83.47,90.05
2016-01-02 06:00:00,0.0,68.5,83.47,90.05
2016-01-02 07:00:00,0.0,68.5,83.47,90.05
2016-01-02 08:00:00,24.5,89.96,104.44,112.67
2016-01-02 09:00:00,545.89,572.45,579.32,624.97
2016-01-02 10:00:00,1188.34,1167.97,1183.61,1276.87
2016-01-02 11:00:00,1710.74,1649.16,1662.94,1793.97
2016-01-02 12:00:00,1838.76,1762.97,1783.5,1924.02
2016-01-02 13:00:00,1881.97,1798.71,1815.24,1958.27
2016-01-02 14:00:00,1807.93,1729.67,1763.31,1902.25
2016-01-02 15:00:00,1415.58,1387.05,1389.34,1498.81
2016-01-02 16:00:00,905.26,901.71,920.58,993.12
2016-01-02 17:00:00,314.94,352.71,369.54,398.66
2016-01-02 18:00:00,0.0,68.5,83.47,90.05
2016-01-02 19:00:00,0.0,68.5,83.47,90.05
2016-01-02 20:00:00,0.0,68.5,83.47,90.05
2016-01-02 21:00:00,0.0,68.5,83.47,90.05
2016-01-02 22:00:00,0.0,68.5,83.47,90.05
2016-01-02 23:00:00,0.0,68.5,83.47,90.05
2016-01-03 00:00:00,0.0,68.5,83.47,90.05
2016-01-03 01:00:00,0.0,68.5,83.47,90.05
2016-01-03 02:00:00,0.0,68.5,83.47,90.05
2016-01-03 03:00:00,0.0,68.5,83.47,90.05
2016-01-03 04:00:00,0.0,68.5,83.47,90.05
2016-01-03 05:00:00,0.0,68.5,83.47,90.05
2016-01-03 06:00:00,0.0,68.5,83.47,90.05
2016-01-03 07:00:00,0.0,68.5,83.47,90.05
2016-01-03 08:00:00,22.55,88.99,104.09,112.29
2016-01-03 09:00:00,186.87,236.77,242.51,261.62
2016-01-03 10:00:00,418.37,454.84,463.44,499.95
2016-01-03 11:00:00,741.55,752.83,772.2,833.05
